name,city,price,rooms,area,price_per_m2,link,forma_wlasnosci,stan_wykonczenia,pietro,balkon,czynsz,parking,ogrzewanie
Unikalny Dwupoziomowy 5-pokojowy Apartament,Warszawa,2 900 000 ,5 pokoi,146.58,19 784 ,https://www.otodom.pl/oferta/unikalny-dwupoziomowy-5-pokojowy-apartament-ID4iUC3,,do zamieszkania,4/4,"balkon, taras",,garaż/miejsce parkingowe,
Mini apartament przy Polu Mokotowskim,Warszawa,430 000 ,1 pokój,17.3,24 855 ,https://www.otodom.pl/oferta/mini-apartament-przy-polu-mokotowskim-ID4iPyA,pełna własność,do zamieszkania,parter/1,,,,
Nowoczesny Penthouse z Tarasem w Centrum Warszawy,Warszawa,4 000 000 ,3 pokoje,80,50 000 ,https://www.otodom.pl/oferta/nowoczesny-penthouse-z-tarasem-w-centrum-warszawy-ID4iKqE,pełna własność,do zamieszkania,6/6,"balkon, taras",1500,garaż/miejsce parkingowe,miejskie
Wyjątkowy 2 pokojowy apartament w Śródmieściu,Warszawa,1 370 000 ,2 pokoje,60,22 833 ,https://www.otodom.pl/oferta/wyjatkowy-2-pokojowy-apartament-w-srodmiesciu-ID4hkhV,,do zamieszkania,5/5,,800,,miejskie
Unikalny Dwupoziomowy Apartament Ursynów,Warszawa,2 550 000 ,4 pokoje,114.6,22 251 ,https://www.otodom.pl/oferta/unikalny-dwupoziomowy-apartament-ursynow-ID4hAA9,,do zamieszkania,3/3,balkon,1600,garaż/miejsce parkingowe,miejskie
Ekskluzywne wnętrze | 4 pokoje | Mennica Residence,Warszawa,3 490 000 ,4 pokoje,105.79,32 990 ,https://www.otodom.pl/oferta/ekskluzywne-wnetrze-4-pokoje-mennica-residence-ID4heRQ,pełna własność,do zamieszkania,2/12,balkon,1450,garaż/miejsce parkingowe,miejskie
Penthouse z widokiem na warszawski Skyline,Warszawa,2 900 000 ,4 pokoje,107.87,26 884 ,https://www.otodom.pl/oferta/penthouse-z-widokiem-na-warszawski-skyline-ID4gUoO,,do wykończenia,8/8,"balkon, taras",,garaż/miejsce parkingowe,miejskie
Trzy pokojowe z oddzielną kuchnią i super widokiem,Warszawa,575 000 ,3 pokoje,57,10 088 ,https://www.otodom.pl/oferta/trzy-pokojowe-z-oddzielna-kuchnia-i-super-widokiem-ID4kMW1,spółdzielcze wł. z KW,do zamieszkania,7/12,balkon,715,,miejskie
3 pokoje na renomowanym osiedlu Royal Park,Warszawa,1 310 000 ,3 pokoje,62.42,20 987 ,https://www.otodom.pl/oferta/3-pokoje-na-renomowanym-osiedlu-royal-park-ID4kAph,pełna własność,do zamieszkania,1/4,balkon,830,garaż/miejsce parkingowe,miejskie
"3 pokoje na 46 m! Sadyba, obok Best Mall.",Warszawa,519 900 ,3 pokoje,45.92,11 322 ,https://www.otodom.pl/oferta/3-pokoje-na-46-m-sadyba-obok-best-mall-ID4kApi,pełna własność,,3/4,balkon,770,,miejskie
Kompaktowe i gotowe do wprowadzenia - 2 pokoje,Warszawa,449 000 ,2 pokoje,44.9,10 000 ,https://www.otodom.pl/oferta/kompaktowe-i-gotowe-do-wprowadzenia-2-pokoje-ID4kL5w,pełna własność,do zamieszkania,parter/6,balkon,750,garaż/miejsce parkingowe,miejskie
Kawalerka bezpośrednio przy metrze Trocka,Warszawa,433 000 ,2 pokoje,33.4,12 964 ,https://www.otodom.pl/oferta/kawalerka-bezposrednio-przy-metrze-trocka-ID4kzu3,pełna własność,do zamieszkania,3/10,balkon,660,,miejskie
3-pokojowe mieszkanie 59m2 Bez Prowizji,Warszawa,Zapytajocenę,3 pokoje,59.92,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-59m2-bez-prowizji-ID4iq2N,pełna własność,do wykończenia,7/7,,,,
Cichy penthouse z tarasem w zabytkowej kamienicy,Warszawa,4 855 662 ,4 pokoje,137.28,35 370 ,https://www.otodom.pl/oferta/cichy-penthouse-z-tarasem-w-zabytkowej-kamienicy-ID4kwJH,pełna własność,do wykończenia,5/5,taras,,,miejskie
Luksusowy Apartament na Mokotowie,Warszawa,1 612 500 ,3 pokoje,75.43,21 377 ,https://www.otodom.pl/oferta/luksusowy-apartament-na-mokotowie-ID4kwJI,pełna własność,,2/2,"balkon, taras",,garaż/miejsce parkingowe,
Nowe | Pełne wykończenie | Wysoki standard | Klima,Warszawa,1 289 000 ,2 pokoje,56.41,22 851 ,https://www.otodom.pl/oferta/nowe-pelne-wykonczenie-wysoki-standard-klima-ID4kqWt,,do zamieszkania,4,balkon,,garaż/miejsce parkingowe,miejskie
Nowe | Pełne wykończenie | Wysoki standard | Klima,Warszawa,1 949 000 ,3 pokoje,77.6,25 116 ,https://www.otodom.pl/oferta/nowe-pelne-wykonczenie-wysoki-standard-klima-ID4kqWu,,do zamieszkania,6,balkon,,garaż/miejsce parkingowe,miejskie
Nowe | Pełne wykończenie | Wysoki standard | Klima,Warszawa,1 205 000 ,2 pokoje,50.71,23 763 ,https://www.otodom.pl/oferta/nowe-pelne-wykonczenie-wysoki-standard-klima-ID4kqTK,pełna własność,do zamieszkania,8,,,garaż/miejsce parkingowe,miejskie
Przytulny 3-pokojowy Apartament Wilanów,Warszawa,1 230 000 ,3 pokoje,68.12,18 056 ,https://www.otodom.pl/oferta/przytulny-3-pokojowy-apartament-wilanow-ID4kiqw,,do zamieszkania,1/4,"balkon, taras",1000,garaż/miejsce parkingowe,miejskie
Unikat! Kawalerka przy Koszykowej W Kamienicy,Warszawa,880 000 ,1 pokój,38.28,22 989 ,https://www.otodom.pl/oferta/unikat-kawalerka-przy-koszykowej-w-kamienicy-ID4kp8h,pełna własność,do remontu,4/6,,940,,miejskie
Apartament na Dolnym Mokotowie z Ogródkiem,Warszawa,2 250 000 ,3 pokoje,95.65,23 523 ,https://www.otodom.pl/oferta/apartament-na-dolnym-mokotowie-z-ogrodkiem-ID4kele,pełna własność,do zamieszkania,parter/2,ogródek,1600,garaż/miejsce parkingowe,miejskie
Luksusowe 2 Pokoje Na Browarach Warszawskich,Warszawa,1 150 000 ,2 pokoje,36,31 944 ,https://www.otodom.pl/oferta/luksusowe-2-pokoje-na-browarach-warszawskich-ID4kelj,pełna własność,do zamieszkania,5/6,,600,,
Elegancja Dla Wymagających | Plac Trzech Krzyży,Warszawa,2 650 000 ,2 pokoje,86.85,30 512 ,https://www.otodom.pl/oferta/elegancja-dla-wymagajacych-plac-trzech-krzyzy-ID4jYKq,,do zamieszkania,4/7,taras,,,miejskie
Idealny 3-pokojowy Apartament Z Ogródkiem,Warszawa,1 319 000 ,3 pokoje,75,17 587 ,https://www.otodom.pl/oferta/idealny-3-pokojowy-apartament-z-ogrodkiem-ID4k26I,pełna własność,do zamieszkania,parter/4,"ogródek, taras",1250,garaż/miejsce parkingowe,miejskie
Wilanów One | 2 Tarasy | Gabinet | Klima,Warszawa,1 600 000 ,3 pokoje,88.22,18 136 ,https://www.otodom.pl/oferta/wilanow-one-2-tarasy-gabinet-klima-ID4jUPe,,do zamieszkania,1/4,balkon,900,garaż/miejsce parkingowe,miejskie
3-pokojowe mieszkanie 85m2 + 2 balkony,Warszawa,1 209 460 ,3 pokoje,85.67,14 118 ,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-85m2-2-balkony-ID4ck5w,pełna własność,do wykończenia,4/6,balkon,,garaż/miejsce parkingowe,
Skorosze*Pkp*Rodzinne*Od Zaraz*Dwustronne*3 Pokoje,Warszawa,879 000 ,3 pokoje,72.17,12 180 ,https://www.otodom.pl/oferta/skoroszepkprodzinneod-zarazdwustronne3-pokoje-ID4kANk,pełna własność,do zamieszkania,4/6,balkon,800,garaż/miejsce parkingowe,miejskie
3 pokoje*metro*20m2 loggia *garaż i komórka lok.,Warszawa,834 000 ,3 pokoje,65.27,12 778 ,https://www.otodom.pl/oferta/3-pokojemetro20m2-loggia-garaz-i-komorka-lok-ID4kGCj,pełna własność,do zamieszkania,1/2,taras,1000,garaż/miejsce parkingowe,inne
Trzypokojowe/stan deweloperski/ul.Zwoleńska/ogród!,Warszawa,589 000 ,3 pokoje,52,11 327 ,https://www.otodom.pl/oferta/trzypokojowe-stan-deweloperski-ul-zwolenska-ogrod-ID4kMUM,pełna własność,do remontu,parter/1,ogródek,,garaż/miejsce parkingowe,gazowe
Mieszkanie z pięknym ogródkiem | Sarmacka,Warszawa,930 000 ,2 pokoje,73,12 740 ,https://www.otodom.pl/oferta/mieszkanie-z-pieknym-ogrodkiem-sarmacka-ID4hrDH,pełna własność,,parter/4,ogródek,,,
Wykończone Mieszkanie Lake Park Ursynów,Warszawa,799 000 ,2 pokoje,47.53,16 810 ,https://www.otodom.pl/oferta/wykonczone-mieszkanie-lake-park-ursynow-ID4kmBr,pełna własność,do zamieszkania,1/5,balkon,,garaż/miejsce parkingowe,miejskie
Trzypokojowe mieszkanie z widną kuchnią,Warszawa,590 000 ,3 pokoje,50.75,11 626 ,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-z-widna-kuchnia-ID4kMUr,pełna własność,do zamieszkania,1/10,balkon,677,,miejskie
Żoliborz Artystyczny – ciche i jasne 2 pokoje,Warszawa,930 000 ,2 pokoje,46.91,19 825 ,https://www.otodom.pl/oferta/zoliborz-artystyczny-ciche-i-jasne-2-pokoje-ID4kxpK,pełna własność,do zamieszkania,2/5,balkon,,garaż/miejsce parkingowe,miejskie
"Trzy pokoje na Powiślu, 2 balkony",Warszawa,1 350 000 ,3 pokoje,62,21 774 ,https://www.otodom.pl/oferta/trzy-pokoje-na-powislu-2-balkony-ID4kzte,pełna własność,do zamieszkania,1/5,balkon,,,miejskie
Bezczynszowe M3*Ogródek*Nowy Dwór Maz.,Warszawa,422 500 ,2 pokoje,58,7284 ,https://www.otodom.pl/oferta/bezczynszowe-m3ogrodeknowy-dwor-maz-ID4jELM,pełna własność,,parter/2,balkon,,,gazowe
Słoneczne z dużym balkonem na Tarchominie,Warszawa,644 000 ,2 pokoje,55,11 709 ,https://www.otodom.pl/oferta/sloneczne-z-duzym-balkonem-na-tarchominie-ID4kGzq,pełna własność,do zamieszkania,5/6,balkon,,garaż/miejsce parkingowe,miejskie
Wykończone 3 pokoje z 2020r na Pradze Południe!,Warszawa,779 000 ,3 pokoje,59,13 203 ,https://www.otodom.pl/oferta/wykonczone-3-pokoje-z-2020r-na-pradze-poludnie-ID4kwo8,pełna własność,do zamieszkania,3/5,balkon,500,garaż/miejsce parkingowe,miejskie
Luksusowe 3-pokojowe blisko metra !,Warszawa,1 390 000 ,3 pokoje,74.3,18 708 ,https://www.otodom.pl/oferta/luksusowe-3-pokojowe-blisko-metra-ID4jUaV,pełna własność,,5/5,balkon,800,garaż/miejsce parkingowe,miejskie
Sprzedam mieszkanie 47m2,Warszawa,550 000 ,3 pokoje,47,11 702 ,https://www.otodom.pl/oferta/sprzedam-mieszkanie-47m2-ID4khk2,pełna własność,do zamieszkania,4/4,balkon,900,,miejskie
Komfortowe 2 pok. / garaż,Warszawa,750 000 ,2 pokoje,44.54,16 839 ,https://www.otodom.pl/oferta/komfortowe-2-pok-garaz-ID4kET1,pełna własność,do zamieszkania,3/3,balkon,600,garaż/miejsce parkingowe,miejskie
60m tuż przy stacji metra Młynów,Warszawa,720 000 ,2 pokoje,60,12 000 ,https://www.otodom.pl/oferta/60m-tuz-przy-stacji-metra-mlynow-ID4kDZp,pełna własność,do zamieszkania,3/3,,900,,miejskie
Przestrzenne/Park Bródnowski/Metro/Świetna Cena!!!,Warszawa,455 000 ,3 pokoje,53.5,8505 ,https://www.otodom.pl/oferta/przestrzenne-park-brodnowski-metro-swietna-cena-ID4kLk7,spółdzielcze własnościowe,do zamieszkania,5/11,balkon,1100,,miejskie
0% od Kupującego! Centrum! Stan deweloperski,Warszawa,1 478 335 ,3 pokoje,49,30 170 ,https://www.otodom.pl/oferta/0-od-kupujacego-centrum-stan-deweloperski-ID4kpb3,pełna własność,,2/5,balkon,,,miejskie
Dwupoziomowe w kamienicy z 2 łazienkami i dużym Ta,Warszawa,2 548 665 ,4 pokoje,81,31 465 ,https://www.otodom.pl/oferta/dwupoziomowe-w-kamienicy-z-2-lazienkami-i-duzym-ta-ID4kpb2,pełna własność,,4/5,balkon,,,miejskie
"2/3-pokojowe, m. Wilanów z garażem i parkingiem",Warszawa,927 000 ,3 pokoje,58.5,15 846 ,https://www.otodom.pl/oferta/2-3-pokojowe-m-wilanow-z-garazem-i-parkingiem-ID4jZpg,pełna własność,do zamieszkania,3/4,"balkon, taras",1050,garaż/miejsce parkingowe,
"Kawalerka z balkonem, duża kuchnia,",Warszawa,420 000 ,1 pokój,33.5,12 537 ,https://www.otodom.pl/oferta/kawalerka-z-balkonem-duza-kuchnia-ID4kMTF,,do zamieszkania,5/10,balkon,450,,
Mieszkanie inwestycyjne 2-pokojowe na Bródnie,Warszawa,430 000 ,2 pokoje,36,11 944 ,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-2-pokojowe-na-brodnie-ID4kMTC,pełna własność,do remontu,1/2,,430,,gazowe
"2 pokoje O% Berensona, III kwartał 2023",Warszawa,406 000 ,2 pokoje,42,9667 ,https://www.otodom.pl/oferta/2-pokoje-o-berensona-iii-kwartal-2023-ID4kgJq,pełna własność,do wykończenia,1/2,balkon,280,garaż/miejsce parkingowe,kotłownia
"Ciche 3pok, balkon, garaż Mokotów Nova Królikarnia",Warszawa,1 349 000 ,3 pokoje,72.93,18 497 ,https://www.otodom.pl/oferta/ciche-3pok-balkon-garaz-mokotow-nova-krolikarnia-ID4jlkS,pełna własność,do wykończenia,2/2,"balkon, taras",836,garaż/miejsce parkingowe,miejskie
Inwestycyjnie lub dla siebie /balkon /winda.,Warszawa,465 000 ,1 pokój,40.8,11 397 ,https://www.otodom.pl/oferta/inwestycyjnie-lub-dla-siebie-balkon-winda-ID4kni8,pełna własność,do zamieszkania,3/6,balkon,659,,miejskie
Ciche-3 Pokoje-Pętla Tramwajowa/Autobusowa,Warszawa,950 000 ,3 pokoje,75,12 667 ,https://www.otodom.pl/oferta/ciche-3-pokoje-petla-tramwajowa-autobusowa-ID4kMSv,pełna własność,do zamieszkania,1/3,balkon,,garaż/miejsce parkingowe,
"BEZPOŚREDNIO, bez PCC, NOWE, 2023, wykończone",Warszawa,960 000 ,3 pokoje,52,18 462 ,https://www.otodom.pl/oferta/bezposrednio-bez-pcc-nowe-2023-wykonczone-ID4kEdA,pełna własność,do zamieszkania,,balkon,500,garaż/miejsce parkingowe,miejskie
Wyjątkowo wykończone trzy pokoje. Wawer.,Warszawa,1 199 000 ,3 pokoje,120,9992 ,https://www.otodom.pl/oferta/wyjatkowo-wykonczone-trzy-pokoje-wawer-ID4kiyF,,do zamieszkania,1/1,balkon,,garaż/miejsce parkingowe,gazowe
2 pok Włchy 36m2 Gotowe od Dewelopera,Warszawa,506 000 ,2 pokoje,35.89,14 099 ,https://www.otodom.pl/oferta/2-pok-wlchy-36m2-gotowe-od-dewelopera-ID4kIL0,pełna własność,do wykończenia,3/3,balkon,,garaż/miejsce parkingowe,kotłownia
"okno w kuchni!GARDEROBA,nowe,urządzone, bezpośred.",Warszawa,999 000 ,3 pokoje,68,14 691 ,https://www.otodom.pl/oferta/okno-w-kuchni-garderoba-nowe-urzadzone-bezposred-ID4kEdN,pełna własność,do zamieszkania,1/7,balkon,,garaż/miejsce parkingowe,miejskie
4 Pokoje w Apartamentowcu na Mokotowie,Warszawa,1 139 000 ,4 pokoje,108,10 546 ,https://www.otodom.pl/oferta/4-pokoje-w-apartamentowcu-na-mokotowie-ID4kjyB,pełna własność,do zamieszkania,3/3,balkon,1238,,miejskie
Wesoła - Os. Akacjowa - mieszkanie z ogródkiem,Warszawa,495 000 ,2 pokoje,56.5,8761 ,https://www.otodom.pl/oferta/wesola-os-akacjowa-mieszkanie-z-ogrodkiem-ID4kMTn,,do zamieszkania,parter/2,ogródek,500,,miejskie
2 pok 33 m2 Raków Włochy Gotowe od dewelopera,Warszawa,450 000 ,2 pokoje,32.89,13 682 ,https://www.otodom.pl/oferta/2-pok-33-m2-rakow-wlochy-gotowe-od-dewelopera-ID4kJS5,pełna własność,do wykończenia,2/3,balkon,,garaż/miejsce parkingowe,kotłownia
3 pokoje 53 mkw Praga Pn,Warszawa,489 000 ,3 pokoje,53,9226 ,https://www.otodom.pl/oferta/3-pokoje-53-mkw-praga-pn-ID4iqxo,pełna własność,,9/10,balkon,500,,miejskie
"Mokotów, 3pok. 79m2, ostatnie piętro z tarasem",Warszawa,1 349 000 ,3 pokoje,79.51,16 966 ,https://www.otodom.pl/oferta/mokotow-3pok-79m2-ostatnie-pietro-z-tarasem-ID4kCdf,pełna własność,do zamieszkania,> 10/12,"balkon, taras",1150,garaż/miejsce parkingowe,miejskie
GOTOWE 71m2 - 4 pokoje - bez PCC,Warszawa,613 868 ,4 pokoje,71.38,8600 ,https://www.otodom.pl/oferta/gotowe-71m2-4-pokoje-bez-pcc-ID4hMPs,pełna własność,do wykończenia,1/2,balkon,,garaż/miejsce parkingowe,gazowe
Apartament z prywatnym ogrodem na Zawadach,Warszawa,2 500 000 ,6 pokoi,174.59,14 319 ,https://www.otodom.pl/oferta/apartament-z-prywatnym-ogrodem-na-zawadach-ID4kmhl,pełna własność,do zamieszkania,1/3,"balkon, ogródek, taras",1000,garaż/miejsce parkingowe,gazowe
"Zielone Zacisze | 67,40m2 | 3 pok | Metro",Warszawa,759 000 ,3 pokoje,67.4,11 261 ,https://www.otodom.pl/oferta/zielone-zacisze-67-40m2-3-pok-metro-ID4kGG3,pełna własność,do remontu,1/5,balkon,600,garaż/miejsce parkingowe,miejskie
"Bezpośrednio 2-pokojowe mieszkanie, 40m2 Białołęka",Warszawa,457 000 ,2 pokoje,40.1,11 397 ,https://www.otodom.pl/oferta/bezposrednio-2-pokojowe-mieszkanie-40m2-bialoleka-ID4jLJq,pełna własność,do zamieszkania,2/2,balkon,,garaż/miejsce parkingowe,kotłownia
Bielany Apartament Hill Park 148m2 Taras 60m2 LUX,Warszawa,2 790 000 ,5 pokoi,148,18 851 ,https://www.otodom.pl/oferta/bielany-apartament-hill-park-148m2-taras-60m2-lux-ID4kyTM,pełna własność,do zamieszkania,2/2,"balkon, ogródek, taras",2000,garaż/miejsce parkingowe,miejskie
Trzypokojowe mieszkanie w nowym apartamentowcu !,Warszawa,1 295 000 ,3 pokoje,64,20 234 ,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-w-nowym-apartamentowcu-ID4jNIF,,,1/6,balkon,,garaż/miejsce parkingowe,
Czteropokojowe świeżo po remoncie - Powiśle !,Warszawa,2 489 000 ,4 pokoje,101.5,24 522 ,https://www.otodom.pl/oferta/czteropokojowe-swiezo-po-remoncie-powisle-ID4kjCg,spółdzielcze własnościowe,do zamieszkania,4/5,balkon,1100,,miejskie
Trzy pokoje w kamienicy na warszawskim Mokotowie,Warszawa,1 669 000 ,3 pokoje,76.19,21 906 ,https://www.otodom.pl/oferta/trzy-pokoje-w-kamienicy-na-warszawskim-mokotowie-ID4kwBx,pełna własność,do zamieszkania,parter/3,,1050,,miejskie
"Mieszkanie 50,5m2 Praga - Południe ul. Igańska",Warszawa,499 000 ,2 pokoje,50.5,9881 ,https://www.otodom.pl/oferta/mieszkanie-50-5m2-praga-poludnie-ul-iganska-ID4kMSG,spółdzielcze własnościowe,do remontu,> 10/19,balkon,750,garaż/miejsce parkingowe,
"Pilna sprzedaż, 3 pokoje Żoliborz 2018r.",Warszawa,1 098 000 ,3 pokoje,65,16 892 ,https://www.otodom.pl/oferta/pilna-sprzedaz-3-pokoje-zoliborz-2018r-ID4kMSI,pełna własność,,parter/8,,900,,
Dwa pokoje w dobrej cenie.,Warszawa,540 000 ,2 pokoje,50.71,10 649 ,https://www.otodom.pl/oferta/dwa-pokoje-w-dobrej-cenie-ID4kBy2,spółdzielcze własnościowe,,2/3,,,garaż/miejsce parkingowe,miejskie
2-pokojowe mieszkanie 40m2 + ogródek,Warszawa,634 260 ,2 pokoje,40.92,15 500 ,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-40m2-ogrodek-ID4fBYK,pełna własność,do wykończenia,parter/4,"taras, ogródek",,garaż/miejsce parkingowe,
"3 pokoje w dobrej cenie, blisko metra.",Warszawa,565 000 ,3 pokoje,56.48,10 004 ,https://www.otodom.pl/oferta/3-pokoje-w-dobrej-cenie-blisko-metra-ID4kCbN,spółdzielcze własnościowe,,4/10,balkon,,,miejskie
Muranów ~ Metro ~ 2/3 pokoje ~ Ciche ~ Kamienica ~,Warszawa,720 000 ,2 pokoje,50.5,14 257 ,https://www.otodom.pl/oferta/muranow-metro-2-3-pokoje-ciche-kamienica-ID4kMSz,pełna własność,do remontu,4/4,,,,
Luks wyposaż apartmnt | 2 msc gar. | klim | Bezpoś,Warszawa,1 890 000 ,4 pokoje,80,23 625 ,https://www.otodom.pl/oferta/luks-wyposaz-apartmnt-2-msc-gar-klim-bezpos-ID4kKLG,pełna własność,do zamieszkania,6/8,"balkon, taras",650,garaż/miejsce parkingowe,miejskie
4-pokojowe mieszkanie 103m2 + taras Bez Prowizji,Warszawa,Zapytajocenę,4 pokoje,103.17,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-103m2-taras-bez-prowizji-ID4cXpk,pełna własność,do wykończenia,4/5,"taras, balkon",,garaż/miejsce parkingowe,
"Mieszkanie, 36 m², Warszawa",Warszawa,469 000 ,2 pokoje,36,13 028 ,https://www.otodom.pl/oferta/mieszkanie-36-m-warszawa-ID4kF8f,pełna własność,do zamieszkania,parter/2,,,,miejskie
Przytulna kawalerka,Warszawa,420 000 ,1 pokój,26.6,15 789 ,https://www.otodom.pl/oferta/przytulna-kawalerka-ID4kMRZ,pełna własność,do zamieszkania,parter/3,,,,miejskie
Gotowe do wejścia 2 pokoje na Mokotowie,Warszawa,1 000 000 ,2 pokoje,50,20 000 ,https://www.otodom.pl/oferta/gotowe-do-wejscia-2-pokoje-na-mokotowie-ID4kJaX,,do zamieszkania,1/4,,440,,
4-pokojowe mieszkanie 77m2 + ogródek Bez Prowizji,Warszawa,Zapytajocenę,4 pokoje,77.82,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-77m2-ogrodek-bez-prowizji-ID4fHE5,pełna własność,do wykończenia,parter/5,ogródek,,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 95m2 + balkon Bez Prowizji,Warszawa,Zapytajocenę,4 pokoje,95.91,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-95m2-balkon-bez-prowizji-ID4faw1,pełna własność,do wykończenia,2/4,balkon,,,
Po Generalnym Remoncie/ Dobrze Skomunikowane/Jasne,Warszawa,508 200 ,1 pokój,33,15 400 ,https://www.otodom.pl/oferta/po-generalnym-remoncie-dobrze-skomunikowane-jasne-ID4kMRE,pełna własność,do zamieszkania,2/2,balkon,810,,miejskie
Piękny apartament 123 m2,Warszawa,1 945 000 ,4 pokoje,123,15 813 ,https://www.otodom.pl/oferta/piekny-apartament-123-m2-ID4k5Uw,pełna własność,do zamieszkania,1/2,"balkon, taras",,garaż/miejsce parkingowe,miejskie
"Mieszkanie, 52 m², Warszawa",Warszawa,600 000 ,3 pokoje,52,11 538 ,https://www.otodom.pl/oferta/mieszkanie-52-m-warszawa-ID4kJhs,,,8/18,balkon,740,,
"Warszawa Śródmieście, kamienica, Wilcza 3, 38.2 m2",Warszawa,955 000 ,2 pokoje,38.2,25 000 ,https://www.otodom.pl/oferta/warszawa-srodmiescie-kamienica-wilcza-3-38-2-m2-ID4kLxc,pełna własność,do remontu,4/6,balkon,570,,miejskie
"przytulne 2 pokoje 44,4m2, Aluzyjna 21F, Nowodwory",Warszawa,443 000 ,2 pokoje,44.4,9977 ,https://www.otodom.pl/oferta/przytulne-2-pokoje-44-4m2-aluzyjna-21f-nowodwory-ID4kqFm,pełna własność,do zamieszkania,1/7,balkon,450,garaż/miejsce parkingowe,miejskie
Klimatycznie wykończone 3 pokojowe mieszkanie .,Warszawa,1 150 000 ,3 pokoje,72.76,15 805 ,https://www.otodom.pl/oferta/klimatycznie-wykonczone-3-pokojowe-mieszkanie-ID4kMQy,pełna własność,do zamieszkania,3/5,balkon,,garaż/miejsce parkingowe,miejskie
"61 M2, 3 Pokoje, Po Rem., B. Ciche",Warszawa,660 000 ,3 pokoje,61,10 820 ,https://www.otodom.pl/oferta/61-m2-3-pokoje-po-rem-b-ciche-ID4kMQx,spółdzielcze własnościowe,do zamieszkania,> 10/12,,679,,
"Nowe trzypokojowe , wyjątkowo urządzone - bez PCC",Warszawa,789 000 ,3 pokoje,59.46,13 269 ,https://www.otodom.pl/oferta/nowe-trzypokojowe-wyjatkowo-urzadzone-bez-pcc-ID4kBhX,pełna własność,do zamieszkania,2/4,"balkon, taras",911,garaż/miejsce parkingowe,miejskie
3-pokojowe mieszkanie 65m2 + balkon Bez Prowizji,Warszawa,Zapytajocenę,3 pokoje,65.7,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-bez-prowizji-ID4gYbH,pełna własność,do wykończenia,1/7,balkon,,garaż/miejsce parkingowe,
"Ciche, dwupoziomowe, 20 minut od centrum",Warszawa,1 250 000 ,5 pokoi,109.45,11 421 ,https://www.otodom.pl/oferta/ciche-dwupoziomowe-20-minut-od-centrum-ID4kCz7,pełna własność,do wykończenia,4/4,balkon,815,,miejskie
"Ogród, zamknięte osiedle, miejsce parkingowe",Warszawa,660 000 ,4 pokoje,57,11 579 ,https://www.otodom.pl/oferta/ogrod-zamkniete-osiedle-miejsce-parkingowe-ID4kuez,pełna własność,do zamieszkania,parter/2,"ogródek, taras",,garaż/miejsce parkingowe,miejskie
Unikat i to w wysokim standardzie,Warszawa,1 190 000 ,3 pokoje,63.7,18 681 ,https://www.otodom.pl/oferta/unikat-i-to-w-wysokim-standardzie-ID4kEt9,pełna własność,do zamieszkania,1/4,balkon,940,garaż/miejsce parkingowe,miejskie
"Mieszkanie 3 pokojowe, po remoncie ŁOJEWSKA",Warszawa,590 000 ,3 pokoje,47.72,12 364 ,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-po-remoncie-lojewska-ID4kbjs,spółdzielcze wł. z KW,do zamieszkania,2/10,balkon,500,,miejskie
3 pokoje na Saskiej Kępie + Loggia,Warszawa,555 000 ,3 pokoje,47,11 809 ,https://www.otodom.pl/oferta/3-pokoje-na-saskiej-kepie-loggia-ID4kMQ1,pełna własność,do remontu,9/10,balkon,500,,
Słoneczne mieszkanie w renomowanej inwestycji,Warszawa,1 150 000 ,2 pokoje,61.5,18 699 ,https://www.otodom.pl/oferta/sloneczne-mieszkanie-w-renomowanej-inwestycji-ID4kMPL,,,3/4,"balkon, taras",,garaż/miejsce parkingowe,miejskie
Sprzedam mieszkanie w idealnej lokalizacji,Warszawa,460 000 ,2 pokoje,37,12 432 ,https://www.otodom.pl/oferta/sprzedam-mieszkanie-w-idealnej-lokalizacji-ID4kMPn,spółdzielcze własnościowe,do zamieszkania,7/10,,600,,miejskie
Trzypokojowe Praga Południe,Warszawa,725 000 ,3 pokoje,62.5,11 600 ,https://www.otodom.pl/oferta/trzypokojowe-praga-poludnie-ID4kFno,spółdzielcze wł. z KW,do zamieszkania,10/10,balkon,766,garaż/miejsce parkingowe,miejskie
Klimatyczne mieszkanie na Wawrze,Warszawa,850 000 ,3 pokoje,75,11 333 ,https://www.otodom.pl/oferta/klimatyczne-mieszkanie-na-wawrze-ID4kFFc,pełna własność,do zamieszkania,parter/1,ogródek,100,garaż/miejsce parkingowe,gazowe
Dwupokojowe na Nowym Rembertowie,Warszawa,650 000 ,2 pokoje,41.3,15 738 ,https://www.otodom.pl/oferta/dwupokojowe-na-nowym-rembertowie-ID4kFEM,pełna własność,do zamieszkania,1/2,balkon,200,,gazowe
