name,city,price,rooms,area,price_per_m2,link,forma_wlasnosci,stan_wykonczenia,pietro,balkon,czynsz,parking,ogrzewanie
Nowe stan deweloperski DOSTĘPNE OD RĘKI bezpośredn,Warszawa,550 000 ,2 pokoje,50.26,10 943 ,https://www.otodom.pl/oferta/nowe-stan-deweloperski-dostepne-od-reki-bezposredn-ID4ki8D,pełna własność,do wykończenia,5/6,balkon,,garaż/miejsce parkingowe,miejskie
Funkcjonalne 3 Pokojowe Mieszkanie Na Ursynowie,Warszawa,864 000 ,3 pokoje,64,13 500 ,https://www.otodom.pl/oferta/funkcjonalne-3-pokojowe-mieszkanie-na-ursynowie-ID4kzhW,spółdzielcze własnościowe,do zamieszkania,1/1,balkon,1700,garaż/miejsce parkingowe,gazowe
4-pokojowe mieszkanie 70m2 + ogródek Bezpośrednio,Warszawa,Zapytajocenę,4 pokoje,70.32,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-70m2-ogrodek-bezposrednio-ID4ho4X,pełna własność,do wykończenia,parter/3,ogródek,,garaż/miejsce parkingowe,
Świetnie zlokalizowane mieszkanie ul. Miedziana,Warszawa,817 445 ,2 pokoje,55.42,14 750 ,https://www.otodom.pl/oferta/swietnie-zlokalizowane-mieszkanie-ul-miedziana-ID4jAVT,pełna własność,do zamieszkania,1/4,balkon,685,garaż/miejsce parkingowe,kotłownia
Świetnie zlokalizowane mieszkanie ul. Miedziana,Warszawa,818 815 ,2 pokoje,56.47,14 500 ,https://www.otodom.pl/oferta/swietnie-zlokalizowane-mieszkanie-ul-miedziana-ID4jOVT,,do zamieszkania,4/4,balkon,807,garaż/miejsce parkingowe,kotłownia
Gotowy Apartament - 2 pokoje 38m2 z meblami,Warszawa,529 000 ,2 pokoje,37,14 297 ,https://www.otodom.pl/oferta/gotowy-apartament-2-pokoje-38m2-z-meblami-ID3hWDC,pełna własność,,,balkon,,garaż/miejsce parkingowe,
Słoneczne * Balkon * Po remoncie,Warszawa,820 000 ,4 pokoje,60,13 667 ,https://www.otodom.pl/oferta/sloneczne-balkon-po-remoncie-ID4kMEx,pełna własność,do zamieszkania,10/10,balkon,600,,
PREMIUM !!! Apartament !Taras!,Warszawa,843 000 ,2 pokoje,47,17 936 ,https://www.otodom.pl/oferta/premium-apartament-taras-ID4emjr,pełna własność,do wykończenia,,"balkon, taras",,garaż/miejsce parkingowe,miejskie
3-pokojowe mieszkanie 67m2 + balkon,Warszawa,Zapytajocenę,3 pokoje,67.54,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-67m2-balkon-ID4cg8z,pełna własność,do wykończenia,1/7,balkon,,garaż/miejsce parkingowe,
Penthouse z własnym tarasem i widokiem na centrum,Warszawa,4 530 240 ,4 pokoje,137.28,33 000 ,https://www.otodom.pl/oferta/penthouse-z-wlasnym-tarasem-i-widokiem-na-centrum-ID4fVM4,,do wykończenia,5/5,taras,,garaż/miejsce parkingowe,miejskie
Nowe 3 pokoje na Mokotowie !,Warszawa,960 000 ,3 pokoje,52,18 462 ,https://www.otodom.pl/oferta/nowe-3-pokoje-na-mokotowie-ID4kMEs,,,3/7,,,garaż/miejsce parkingowe,
"Nowe 2 pokoje,",Warszawa,770 000 ,2 pokoje,41,18 780 ,https://www.otodom.pl/oferta/nowe-2-pokoje-ID4kMEr,,,7/8,balkon,,garaż/miejsce parkingowe,
Wyjątkowe - modernizm- Okazja,Warszawa,2 500 000 ,3 pokoje,109,22 936 ,https://www.otodom.pl/oferta/wyjatkowe-modernizm-okazja-ID4kMEn,pełna własność,do zamieszkania,4/4,balkon,1126,,miejskie
3-pokojowe mieszkanie 58m2 + balkon Bezpośrednio,Warszawa,1 021 000 ,3 pokoje,58.6,17 423 ,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-58m2-balkon-bezposrednio-ID4fYzY,pełna własność,do wykończenia,1/8,balkon,,garaż/miejsce parkingowe,
Jasny penthouse z tarasem i widokiem na centrum,Warszawa,5 531 170 ,3 pokoje,190.73,29 000 ,https://www.otodom.pl/oferta/jasny-penthouse-z-tarasem-i-widokiem-na-centrum-ID4fVPb,,do wykończenia,5/5,taras,,garaż/miejsce parkingowe,miejskie
2-pokojowe mieszkanie 48m2 + ogródek,Warszawa,Zapytajocenę,2 pokoje,48.77,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-48m2-ogrodek-ID4jBQk,pełna własność,do wykończenia,parter/5,ogródek,,garaż/miejsce parkingowe,
Mieszkanie 4 pokoje Człuchowska Osiedle Stella,Warszawa,1 480 000 ,4 pokoje,85.58,17 294 ,https://www.otodom.pl/oferta/mieszkanie-4-pokoje-czluchowska-osiedle-stella-ID4kHz4,pełna własność,do zamieszkania,2/12,"balkon, taras",1100,garaż/miejsce parkingowe,miejskie
"Bardzo ładne, do wprowadzenia, bezpośrednio",Warszawa,729 000 ,3 pokoje,62.5,11 664 ,https://www.otodom.pl/oferta/bardzo-ladne-do-wprowadzenia-bezposrednio-ID4jNhQ,pełna własność,do zamieszkania,> 10/16,"balkon, taras",950,,miejskie
Gotowy penthouse z prywatnym tarasem na dachu,Warszawa,7 047 230 ,4 pokoje,227.33,31 000 ,https://www.otodom.pl/oferta/gotowy-penthouse-z-prywatnym-tarasem-na-dachu-ID4fVS5,,do wykończenia,5/5,taras,,garaż/miejsce parkingowe,miejskie
"Mieszkanie 3 pokoje z balkonem, metro Ursynów",Warszawa,720 000 ,3 pokoje,62.9,11 447 ,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-z-balkonem-metro-ursynow-ID4kME5,spółdzielcze własnościowe,do remontu,7/9,balkon,900,garaż/miejsce parkingowe,miejskie
"Wola - dwustronne i przestronne 3 pokoje - 78,5m2",Warszawa,1 130 000 ,3 pokoje,78.5,14 395 ,https://www.otodom.pl/oferta/wola-dwustronne-i-przestronne-3-pokoje-78-5m2-ID4kME6,spółdzielcze własnościowe,do zamieszkania,3/10,"balkon, taras",1060,garaż/miejsce parkingowe,
Gotowe do zamieszkania przy Parku Górczewska,Warszawa,570 000 ,3 pokoje,45.8,12 445 ,https://www.otodom.pl/oferta/gotowe-do-zamieszkania-przy-parku-gorczewska-ID4kwdG,pełna własność,do zamieszkania,5/10,,476,,
Mieszkanie W Prestiżowo-Biznesowej Części Warszawy,Warszawa,990 000 ,2 pokoje,50.51,19 600 ,https://www.otodom.pl/oferta/mieszkanie-w-prestizowo-biznesowej-czesci-warszawy-ID4kAqr,pełna własność,do zamieszkania,6/17,,560,,
Wykończone Studio z 11m2 tarasem- Wilanów,Warszawa,535 000 ,1 pokój,31,17 258 ,https://www.otodom.pl/oferta/wykonczone-studio-z-11m2-tarasem-wilanow-ID4kMDG,pełna własność,do zamieszkania,3/4,"balkon, taras",550,garaż/miejsce parkingowe,miejskie
Kawalerka do remontu,Warszawa,320 000 ,1 pokój,26.88,11 905 ,https://www.otodom.pl/oferta/kawalerka-do-remontu-ID4kMDy,pełna własność,,2/4,,400,,miejskie
sprzedam mieszkanie żoliborz oficerski,Warszawa,2 500 000 ,4 pokoje,100,25 000 ,https://www.otodom.pl/oferta/sprzedam-mieszkanie-zoliborz-oficerski-ID4bqz2,pełna własność,do zamieszkania,1/1,balkon,,garaż/miejsce parkingowe,elektryczne
3-pokojowe mieszkanie 57m2 + 2 ogródki,Warszawa,Zapytajocenę,3 pokoje,57.65,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-57m2-2-ogrodki-ID4fVcW,pełna własność,do wykończenia,parter/8,"taras, ogródek",,garaż/miejsce parkingowe,
Nowe budownictwo | lokal lub mieszkanie 3 pokojowe,Warszawa,1 040 000 ,3 pokoje,65.1,15 975 ,https://www.otodom.pl/oferta/nowe-budownictwo-lokal-lub-mieszkanie-3-pokojowe-ID4kMD5,pełna własność,do zamieszkania,1/7,balkon,800,garaż/miejsce parkingowe,miejskie
2 pok. mieszkanie 37 m2 w ścisłym Centrum miasta !,Warszawa,850 000 ,2 pokoje,36.78,23 110 ,https://www.otodom.pl/oferta/2-pok-mieszkanie-37-m2-w-scislym-centrum-miasta-ID4kJHV,pełna własność,do zamieszkania,1/5,,,,miejskie
2 pok idealna inwestycja,Warszawa,400 000 ,2 pokoje,42,9524 ,https://www.otodom.pl/oferta/2-pok-idealna-inwestycja-ID4kMD2,pełna własność,,,"balkon, ogródek, taras",,garaż/miejsce parkingowe,miejskie
"Nowe mieszkanie 3-pokojowe, 51m2 | Rynek pierwotny",Warszawa,471 684 ,3 pokoje,51.27,9200 ,https://www.otodom.pl/oferta/nowe-mieszkanie-3-pokojowe-51m2-rynek-pierwotny-ID4izTc,pełna własność,,1/2,balkon,,garaż/miejsce parkingowe,
"2-pok. mieszkanie z garażem, 43.5m2, Odkryta",Warszawa,475 000 ,2 pokoje,43.5,10 920 ,https://www.otodom.pl/oferta/2-pok-mieszkanie-z-garazem-43-5m2-odkryta-ID4fD1w,pełna własność,do zamieszkania,2/4,balkon,550,garaż/miejsce parkingowe,gazowe
3 pok nowe mieszkanie. PROMOCJE!,Warszawa,445 000 ,3 pokoje,52,8558 ,https://www.otodom.pl/oferta/3-pok-nowe-mieszkanie-promocje-ID4kMCM,pełna własność,,,"balkon, ogródek, taras",,garaż/miejsce parkingowe,miejskie
Trzypokojowe na Marysinie Wawerskim,Warszawa,775 000 ,3 pokoje,60,12 917 ,https://www.otodom.pl/oferta/trzypokojowe-na-marysinie-wawerskim-ID4kMCG,pełna własność,do zamieszkania,1/2,balkon,,,gazowe
"Jasne 90m2 z kominkiem i dużym ogródkiem, las, SKM",Warszawa,980 000 ,3 pokoje,90,10 889 ,https://www.otodom.pl/oferta/jasne-90m2-z-kominkiem-i-duzym-ogrodkiem-las-skm-ID4kL4d,pełna własność,do zamieszkania,1/2,ogródek,450,garaż/miejsce parkingowe,gazowe
"Luksusowy i elegancki, to za mało.",Warszawa,1 520 000 ,2 pokoje,52.69,28 848 ,https://www.otodom.pl/oferta/luksusowy-i-elegancki-to-za-malo-ID4ku2b,pełna własność,do zamieszkania,5/8,,600,garaż/miejsce parkingowe,miejskie
"Apartament 39,5 m2 ul.Patriotów - Wawer",Warszawa,550 000 ,2 pokoje,39.5,13 924 ,https://www.otodom.pl/oferta/apartament-39-5-m2-ul-patriotow-wawer-ID4iNxs,pełna własność,,3/3,taras,,garaż/miejsce parkingowe,miejskie
"Bezpośrednio- Mój Ursus, etap 6A, odbiór marzec’23",Warszawa,470 000 ,2 pokoje,38,12 368 ,https://www.otodom.pl/oferta/bezposrednio-moj-ursus-etap-6a-odbior-marzec23-ID4iorv,,do wykończenia,5/7,balkon,,garaż/miejsce parkingowe,
3 pokoje 51 m2 dwustronne Metro Wawrzyszew Bielany,Warszawa,550 000 ,3 pokoje,51,10 784 ,https://www.otodom.pl/oferta/3-pokoje-51-m2-dwustronne-metro-wawrzyszew-bielany-ID4ka9S,spółdzielcze własnościowe,do zamieszkania,2/10,balkon,220,,miejskie
Penthouse z prywatną windą - Stary Żoliborz,Warszawa,6 500 000 ,4 pokoje,262,24 809 ,https://www.otodom.pl/oferta/penthouse-z-prywatna-winda-stary-zoliborz-ID4kwdS,,,4/4,,,,miejskie
Nowoczesny apartament na sprzedaż | Złota 44,Warszawa,6 500 000 ,2 pokoje,137,47 445 ,https://www.otodom.pl/oferta/nowoczesny-apartament-na-sprzedaz-zlota-44-ID4kx4w,pełna własność,do zamieszkania,> 10/52,,5600,garaż/miejsce parkingowe,
"Luksusowy apartament na 27. piętrze, Złota 44",Warszawa,6 200 000 ,2 pokoje,133,46 617 ,https://www.otodom.pl/oferta/luksusowy-apartament-na-27-pietrze-zlota-44-ID4kyO7,pełna własność,,> 10/52,,,garaż/miejsce parkingowe,miejskie
Niepowtarzalny apartament przy ul. Książęcej,Warszawa,3 000 000 ,3 pokoje,91.8,32 680 ,https://www.otodom.pl/oferta/niepowtarzalny-apartament-przy-ul-ksiazecej-ID4knAZ,pełna własność,do zamieszkania,2/7,balkon,,garaż/miejsce parkingowe,miejskie
Nowe 4 pokojowe mieszkanie Wiślany Mokotów Spravia,Warszawa,1 790 000 ,4 pokoje,100.49,17 813 ,https://www.otodom.pl/oferta/nowe-4-pokojowe-mieszkanie-wislany-mokotow-spravia-ID4krWX,pełna własność,,1/4,balkon,,garaż/miejsce parkingowe,
Klimatyczne mieszkanie w kamienicy na Powiślu,Warszawa,2 490 000 ,3 pokoje,125,19 920 ,https://www.otodom.pl/oferta/klimatyczne-mieszkanie-w-kamienicy-na-powislu-ID4kjDV,spółdzielcze własnościowe,do wykończenia,5/7,balkon,1200,garaż/miejsce parkingowe,
Przepiękny apartament w prestiżowej inwestycji,Warszawa,2 980 000 ,4 pokoje,114,26 140 ,https://www.otodom.pl/oferta/przepiekny-apartament-w-prestizowej-inwestycji-ID4jYWC,,do zamieszkania,4/5,,,garaż/miejsce parkingowe,miejskie
Mieszkanie - Warszawa Mokotów,Warszawa,3 190 000 ,4 pokoje,122.81,25 975 ,https://www.otodom.pl/oferta/mieszkanie-warszawa-mokotow-ID4k0m6,pełna własność,do zamieszkania,3/8,balkon,,garaż/miejsce parkingowe,miejskie
Ekskluzywny penthouse z tarasem na Powiślu,Warszawa,12 984 000 ,7 pokoi,279.32,46 484 ,https://www.otodom.pl/oferta/ekskluzywny-penthouse-z-tarasem-na-powislu-ID4k1A6,pełna własność,do wykończenia,6/6,"balkon, taras",,garaż/miejsce parkingowe,miejskie
Wyjątkowy apartament na Woli,Warszawa,1 799 000 ,3 pokoje,95,18 937 ,https://www.otodom.pl/oferta/wyjatkowy-apartament-na-woli-ID4k9OV,pełna własność,do zamieszkania,8/8,balkon,1150,garaż/miejsce parkingowe,miejskie
Luksusowy apartament w Holland Park,Warszawa,2 650 000 ,2 pokoje,86.85,30 512 ,https://www.otodom.pl/oferta/luksusowy-apartament-w-holland-park-ID4jVit,,,4/6,,,,
Two-level apartament with a spectacular view,Warszawa,"6 378 017,50 ",5 pokoi,247.69,25 750 ,https://www.otodom.pl/oferta/two-level-apartament-with-a-spectacular-view-ID4jtlm,,,> 10/11,,,,
Nowe mieszkanie na Kieślowskiego,Warszawa,1 799 000 ,4 pokoje,87,20 678 ,https://www.otodom.pl/oferta/nowe-mieszkanie-na-kieslowskiego-ID4jF9s,pełna własność,do zamieszkania,3/4,,1000,garaż/miejsce parkingowe,miejskie
Luksusowe mieszkanie 65 m2 dla wymagających,Warszawa,1 500 000 ,3 pokoje,65.32,22 964 ,https://www.otodom.pl/oferta/luksusowe-mieszkanie-65-m2-dla-wymagajacych-ID4kBbl,,do zamieszkania,3/4,balkon,950,garaż/miejsce parkingowe,
Luksusowy apartament w sercu zielonego Powiśla,Warszawa,4 999 000 ,4 pokoje,99.17,50 408 ,https://www.otodom.pl/oferta/luksusowy-apartament-w-sercu-zielonego-powisla-ID4kBsZ,,,5/5,taras,,garaż/miejsce parkingowe,
Gotowa oferta deweloperska - Ursus - 0%,Warszawa,818 850 ,4 pokoje,82.65,9907 ,https://www.otodom.pl/oferta/gotowa-oferta-deweloperska-ursus-0-ID4kMCf,pełna własność,do wykończenia,1/3,"balkon, taras",,garaż/miejsce parkingowe,miejskie
Mieszkanie z potencjałem dwupokojowe,Warszawa,750 000 ,2 pokoje,49.6,15 121 ,https://www.otodom.pl/oferta/mieszkanie-z-potencjalem-dwupokojowe-ID4kMC5,pełna własność,do zamieszkania,3/3,balkon,600,,miejskie
3 -pok. w pięknej kamienicy Białołęka Nowodwory.,Warszawa,480 000 ,3 pokoje,47.15,10 180 ,https://www.otodom.pl/oferta/3-pok-w-pieknej-kamienicy-bialoleka-nowodwory-ID4kMBW,pełna własność,do wykończenia,2/2,,,garaż/miejsce parkingowe,gazowe
Piękne 2-pok. w kamienicy Białołęka Nowodwory.,Warszawa,523 000 ,2 pokoje,51.65,10 126 ,https://www.otodom.pl/oferta/piekne-2-pok-w-kamienicy-bialoleka-nowodwory-ID4kMBY,pełna własność,do wykończenia,2/2,balkon,,garaż/miejsce parkingowe,gazowe
2 Pokoje W Kamienicy Na Ochocie!,Warszawa,718 000 ,2 pokoje,47.9,14 990 ,https://www.otodom.pl/oferta/2-pokoje-w-kamienicy-na-ochocie-ID4kMBT,pełna własność,,2/3,balkon,580,,miejskie
Bemowo Kaliskiego/Radiowa 49m2 dwa pokoje,Warszawa,706 000 ,2 pokoje,49,14 408 ,https://www.otodom.pl/oferta/bemowo-kaliskiego-radiowa-49m2-dwa-pokoje-ID4ibac,pełna własność,do wykończenia,3/4,balkon,,garaż/miejsce parkingowe,inne
Okazja! Świetna cena za m2! Kupujący 0% prowizji!,Warszawa,345 000 ,1 pokój,30.7,11 238 ,https://www.otodom.pl/oferta/okazja-swietna-cena-za-m2-kupujacy-0-prowizji-ID4kvpT,pełna własność,,parter/3,,420,,miejskie
Dwupokojowe na Nowym Rembertowie,Warszawa,650 000 ,2 pokoje,41.3,15 738 ,https://www.otodom.pl/oferta/dwupokojowe-na-nowym-rembertowie-ID4kMBb,pełna własność,do zamieszkania,1/2,balkon,200,garaż/miejsce parkingowe,gazowe
"mazowieckie, Warszawa, Białołęka, Aluzyjna",Warszawa,620 000 ,3 pokoje,57,10 877 ,https://www.otodom.pl/oferta/mazowieckie-warszawa-bialoleka-aluzyjna-ID4hfr0,pełna własność,do zamieszkania,parter/4,ogródek,700,garaż/miejsce parkingowe,miejskie
NOWA cena SUPER LOKALIZACJA wykończone umeblowane,Warszawa,495 000 ,2 pokoje,28.2,17 553 ,https://www.otodom.pl/oferta/nowa-cena-super-lokalizacja-wykonczone-umeblowane-ID4j8d2,pełna własność,do zamieszkania,7/8,balkon,265,,miejskie
4-pokojowe mieszkanie 84m2 + balkon Bez Prowizji,Warszawa,Zapytajocenę,4 pokoje,84.61,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-84m2-balkon-bez-prowizji-ID4c9aX,pełna własność,do wykończenia,1/7,balkon,,garaż/miejsce parkingowe,
Kameralne i przytulne 3 pokoje z balkonem,Warszawa,629 000 ,3 pokoje,52,12 096 ,https://www.otodom.pl/oferta/kameralne-i-przytulne-3-pokoje-z-balkonem-ID4kgKL,pełna własność,do zamieszkania,4/6,balkon,550,garaż/miejsce parkingowe,inne
Penthouse przy rondzie Daszyńskiego,Warszawa,2 000 000 ,3 pokoje,74,27 027 ,https://www.otodom.pl/oferta/penthouse-przy-rondzie-daszynskiego-ID4kLso,pełna własność,do zamieszkania,10/12,"balkon, taras",1000,garaż/miejsce parkingowe,
Promocja 2 pokoje na Ursynowie,Warszawa,775 000 ,2 pokoje,44.28,17 502 ,https://www.otodom.pl/oferta/promocja-2-pokoje-na-ursynowie-ID4kMAB,,,parter/4,,,garaż/miejsce parkingowe,miejskie
3 pokoje w apartamentowcu na Ursynowie.,Warszawa,1 105 600 ,3 pokoje,59.62,18 544 ,https://www.otodom.pl/oferta/3-pokoje-w-apartamentowcu-na-ursynowie-ID4kMAD,,,1/4,,,garaż/miejsce parkingowe,miejskie
3 pokoje na Ursynowie . 23% Vat,Warszawa,767 698 ,3 pokoje,51.37,14 944 ,https://www.otodom.pl/oferta/3-pokoje-na-ursynowie-23-vat-ID4kMAA,,,4/4,,,garaż/miejsce parkingowe,miejskie
Dwupokojowe mieszkanie na Kabtach!,Warszawa,648 000 ,2 pokoje,53.5,12 112 ,https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-na-kabtach-ID4kMAx,pełna własność,do zamieszkania,parter/5,,"632,90",,miejskie
"2 pokoje, duży balkon, garaż budynek z 2008 roku",Warszawa,529 000 ,2 pokoje,39.5,13 392 ,https://www.otodom.pl/oferta/2-pokoje-duzy-balkon-garaz-budynek-z-2008-roku-ID4kLSN,,do zamieszkania,5/8,balkon,,garaż/miejsce parkingowe,miejskie
"Praga Południe, ul. Wspólna Droga, 55m2, 3 pok",Warszawa,595 000 ,3 pokoje,55,10 818 ,https://www.otodom.pl/oferta/praga-poludnie-ul-wspolna-droga-55m2-3-pok-ID4kx3l,pełna własność,do remontu,2/2,balkon,,,miejskie
"Os. zamknięte. garaż podziemny, nowe",Warszawa,442 720 ,2 pokoje,55.34,8000 ,https://www.otodom.pl/oferta/os-zamkniete-garaz-podziemny-nowe-ID4kMAk,pełna własność,,2/3,balkon,,garaż/miejsce parkingowe,
2-pokojowe mieszkanie 50m2 + 2 tarasy Bezpośrednio,Warszawa,Zapytajocenę,2 pokoje,50.1,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-50m2-2-tarasy-bezposrednio-ID4kDrc,pełna własność,do wykończenia,1/5,taras,,garaż/miejsce parkingowe,
2 pokojowy apartament Bezpośrednio - FOR SALE,Warszawa,725 000 ,2 pokoje,31,23 387 ,https://www.otodom.pl/oferta/2-pokojowy-apartament-bezposrednio-for-sale-ID4kynU,pełna własność,do zamieszkania,2/5,balkon,600,garaż/miejsce parkingowe,miejskie
Penthouse Miasteczko Wilanów Taras 240 M,Warszawa,3 110 000 ,4 pokoje,155.5,20 000 ,https://www.otodom.pl/oferta/penthouse-miasteczko-wilanow-taras-240-m-ID4kjL9,,,4/4,taras,2400,,miejskie
Mieszkanie Przy Lasku Bielańskim ul Tczewska,Warszawa,990 000 ,2 pokoje,50,19 800 ,https://www.otodom.pl/oferta/mieszkanie-przy-lasku-bielanskim-ul-tczewska-ID4icmK,,,2/2,balkon,,garaż/miejsce parkingowe,miejskie
2 pokoje | Bdb. Lokalizacja | Winda |,Warszawa,520 000 ,2 pokoje,36,14 444 ,https://www.otodom.pl/oferta/2-pokoje-bdb-lokalizacja-winda-ID4kMA0,pełna własność,do zamieszkania,3/5,balkon,650,,
Sprzedam bezpośrednio 4 pok. 74 m kw. na Bielanach,Warszawa,890 000 ,4 pokoje,73.88,12 047 ,https://www.otodom.pl/oferta/sprzedam-bezposrednio-4-pok-74-m-kw-na-bielanach-ID4jTZ7,spółdzielcze własnościowe,do zamieszkania,2/3,balkon,,,miejskie
Dwupoziomowe Wał Miedzeszyński,Warszawa,450 000 ,2 pokoje,53.8,8364 ,https://www.otodom.pl/oferta/dwupoziomowe-wal-miedzeszynski-ID4kMze,pełna własność,do zamieszkania,2/2,,730,garaż/miejsce parkingowe,
2 pokoje do wprowadzenia Grochów,Warszawa,545 000 ,2 pokoje,38,14 342 ,https://www.otodom.pl/oferta/2-pokoje-do-wprowadzenia-grochow-ID4kIhC,spółdzielcze wł. z KW,do zamieszkania,2/4,balkon,640,,miejskie
Kamienica przy Placu Wilsona.,Warszawa,1 260 000 ,3 pokoje,70,18 000 ,https://www.otodom.pl/oferta/kamienica-przy-placu-wilsona-ID4kfz7,,do zamieszkania,2/3,,,,
Do zamieszkania - atrakcyjna cena.,Warszawa,770 000 ,3 pokoje,62.6,12 300 ,https://www.otodom.pl/oferta/do-zamieszkania-atrakcyjna-cena-ID4kIS2,pełna własność,do zamieszkania,3/3,,780,,
"Kawalerka z Balkonem, Na start 34 m2, Do Wejścia",Warszawa,459 000 ,1 pokój,34,13 500 ,https://www.otodom.pl/oferta/kawalerka-z-balkonem-na-start-34-m2-do-wejscia-ID4kG6L,pełna własność,do zamieszkania,3/5,balkon,650,,miejskie
"Komfortowe, 2 pokoje, wysoki standard, Metro! 3D!",Warszawa,785 000 ,2 pokoje,49.33,15 913 ,https://www.otodom.pl/oferta/komfortowe-2-pokoje-wysoki-standard-metro-3d-ID4jAux,pełna własność,do zamieszkania,2/3,balkon,900,garaż/miejsce parkingowe,miejskie
Zielone i Ciche Miejsce - Gotowe do Wprowadzenia,Warszawa,469 000 ,2 pokoje,31,15 129 ,https://www.otodom.pl/oferta/zielone-i-ciche-miejsce-gotowe-do-wprowadzenia-ID4kMyR,spółdzielcze wł. z KW,do zamieszkania,3/10,,,,
Dwupokojowe na Starym Rembertowie,Warszawa,540 000 ,2 pokoje,59.8,9030 ,https://www.otodom.pl/oferta/dwupokojowe-na-starym-rembertowie-ID4kMyK,pełna własność,do zamieszkania,parter/2,,740,,miejskie
2-pokojowe mieszkanie 44m2 + balkon Bez Prowizji,Warszawa,Zapytajocenę,2 pokoje,44.46,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-44m2-balkon-bez-prowizji-ID4kDrd,pełna własność,do wykończenia,2/5,balkon,,garaż/miejsce parkingowe,
Jasne komfortowe mieszkanie 72m2 Warszawa Praga-Pd,Warszawa,799 000 ,3 pokoje,72.04,11 091 ,https://www.otodom.pl/oferta/jasne-komfortowe-mieszkanie-72m2-warszawa-praga-pd-ID4jQYs,spółdzielcze wł. z KW,do zamieszkania,2/3,taras,,garaż/miejsce parkingowe,miejskie
"Nowe Miasto 3 pokoje, premium!",Warszawa,1 160 000 ,3 pokoje,61,19 016 ,https://www.otodom.pl/oferta/nowe-miasto-3-pokoje-premium-ID4kFHF,spółdzielcze wł. z KW,do zamieszkania,1/3,,850,,miejskie
Gotowe do wprowadzenia 3 pok. blisko WUM,Warszawa,699 000 ,3 pokoje,47,14 872 ,https://www.otodom.pl/oferta/gotowe-do-wprowadzenia-3-pok-blisko-wum-ID4kMx1,pełna własność,do zamieszkania,1/4,balkon,490,,miejskie
Saska Kępa | 39 m2 | Widok | Po remoncie,Warszawa,615 000 ,2 pokoje,39,15 769 ,https://www.otodom.pl/oferta/saska-kepa-39-m2-widok-po-remoncie-ID4krvv,pełna własność,do zamieszkania,7/10,balkon,445,,miejskie
Trzypokojowe na Pradze Południe,Warszawa,599 000 ,3 pokoje,74.5,8040 ,https://www.otodom.pl/oferta/trzypokojowe-na-pradze-poludnie-ID4kMxR,pełna własność,do zamieszkania,3/3,balkon,920,,miejskie
3-pokojowe mieszkanie 63m2 + balkon Bez Prowizji,Warszawa,1 705 000 ,3 pokoje,63.34,26 918 ,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-63m2-balkon-bez-prowizji-ID4kMz7,pełna własność,do wykończenia,3/9,balkon,,garaż/miejsce parkingowe,
"72,43 m2 apartament z wielkim ogrodem na dachu",Warszawa,1 199 000 ,2 pokoje,72.43,16 554 ,https://www.otodom.pl/oferta/72-43-m2-apartament-z-wielkim-ogrodem-na-dachu-ID4kFEt,pełna własność,do zamieszkania,3/3,"balkon, ogródek, taras",1080,garaż/miejsce parkingowe,miejskie
"Do wejścia, Duży balkon, Garaż, Super rozkład !",Warszawa,779 000 ,3 pokoje,66.1,11 785 ,https://www.otodom.pl/oferta/do-wejscia-duzy-balkon-garaz-super-rozklad-ID4ksBB,pełna własność,do zamieszkania,1/3,balkon,800,garaż/miejsce parkingowe,gazowe
"3/4 Pokoje, Wum, inwestycja% Super rozkład, Balkon",Warszawa,629 000 ,3 pokoje,56,11 232 ,https://www.otodom.pl/oferta/3-4-pokoje-wum-inwestycja-super-rozklad-balkon-ID4ktz9,,,3/4,balkon,550,,
Pięciopokojowe Praga Południe,Warszawa,1 150 000 ,5 pokoi,108,10 648 ,https://www.otodom.pl/oferta/pieciopokojowe-praga-poludnie-ID4kMxs,spółdzielcze własnościowe,do zamieszkania,3/4,balkon,1400,garaż/miejsce parkingowe,
Wilanów ZAWADY Syta 124 - 3 Pokoje 60 m2,Warszawa,859 000 ,3 pokoje,60,14 317 ,https://www.otodom.pl/oferta/wilanow-zawady-syta-124-3-pokoje-60-m2-ID4khTp,pełna własność,do zamieszkania,2/2,balkon,750,garaż/miejsce parkingowe,miejskie
Dwa pokoje 49 m2 - Ursus (Skorosze),Warszawa,545 000 ,2 pokoje,49,11 122 ,https://www.otodom.pl/oferta/dwa-pokoje-49-m2-ursus-skorosze-ID4iXz8,pełna własność,do zamieszkania,5/7,balkon,550,garaż/miejsce parkingowe,inne
3-pokojowe mieszkanie 64m2 + loggia,Warszawa,Zapytajocenę,3 pokoje,64.76,,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-64m2-loggia-ID4cD5o,pełna własność,do wykończenia,4/7,,,garaż/miejsce parkingowe,
